Letter,Drug Name,Price,Prescription Required (hkt-küb),Prosp,Active Ingredient,ATC Code,Prescription Status,Pharmaceutical Company,Barcode,Last Update Date,Detail Page URL,Nasıl Kullanılmalı?,Hangi Hastalıklar İçin Kullanılır?
K,KLAVUNAT BID 400/57 MG 100 ML ORAL SUSPANSIYON,"113,62",Yes,No,amoksisilin + klavulanik asit,J01CR02,Beyaz Reçete ile satılır.,ATABAY KİMYA SANAYİ VE TİC. A.Ş.,8699717280137,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KLAVUNAT BID 400/57 MG 70 ML ORAL SUSPANSIYON,"113,62",Yes,No,amoksisilin + klavulanik asit,J01CR02,Beyaz Reçete ile satılır.,ATABAY KİMYA SANAYİ VE TİC. A.Ş.,8699717280090,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,"KLAVUNAT ES 600/42,9 MG ORAL SUSPANSIYON ICIN KURU TOZ 100 ML","241,35",Yes,No,amoksisilin + klavulanik asit,J01CR02,Beyaz Reçete ile satılır.,ATABAY KİMYA SANAYİ VE TİC. A.Ş.,8699717280199,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,"KLAVUNAT ES 600/42,9 MG ORAL SUSPANSIYON ICIN KURU TOZ 150 ML","348,59",Yes,No,amoksisilin + klavulanik asit,J01CR02,Beyaz Reçete ile satılır.,ATABAY KİMYA SANAYİ VE TİC. A.Ş.,8699717280212,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KLAVUNAT FORT 100 ML SÜSPANSİYON,"204,67",Yes,Yes,amoksisilin + klavulanik asit,J01CR02,Beyaz Reçete ile satılır.,ATABAY KİMYA SANAYİ VE TİC. A.Ş.,8699717280014,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KLAX 500 MG 14 TABLET,"240,80",Yes,No,klaritromisin,J01FA09,Beyaz Reçete ile satılır.,TOPRAK İLAÇ VE KİMYEVİ MADDELER SANAYİ VE TİCARET A.Ş.,8699622090760,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KLIMADYNON FILM TABLET (60 TABLET),"500,81",Yes,Yes,,,Reçetesiz ile satılır.,BİONORİCA İLAÇ TİCARET A.Ş.,8680952380997,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KLINDAN 150 MG 16 KAPSÜL,"113,62",Yes,No,klindamisin,J01FF01,Beyaz Reçete ile satılır.,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.,8699569150015,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KLINDAN 300 MG/2 ML IM/IVENJEKSIYONLUK COZELTI ICEREN AMPUL (1 AMPUL),"74,58",Yes,No,klindamisin,J01FF01,Beyaz Reçete ile satılır.,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.,8699569750017,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KLINDAN 600 MG/4 ML IM/IVENJEKSIYONLUK COZELTI ICEREN AMPUL (1 AMPUL),"112,61",Yes,No,klindamisin,J01FF01,Beyaz Reçete ile satılır.,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.,8699569750024,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KLINDAVER 300 MG 1 AMPUL,"82,69",Yes,No,klindamisin,J01FF01,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788750553,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KLINDAVER 600 MG 1 AMPUL,"113,60",Yes,No,klindamisin,J01FF01,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788750584,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KLIOGEST 28 TABLET,"145,90",Yes,No,estradiol + noretisteron,G03FB05,Beyaz Reçete ile satılır.,NOVO NORDISK SAĞLIK ÜRÜNLERİ TİCARET LİMİTED ŞİRKETİ,8699676090280,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KLIVOCIN %1 KOPUK (100 G),"221,73",Yes,No,klindamisin -topikal,D10AF01,Beyaz Reçete ile satılır.,ARGİS İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8680186490523,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,"KLO-SAL %0,05 + %3 LOSYON (30G)","98,14",Yes,No,klobetasol propiyon + salisilik asit,D07XDx1,Beyaz Reçete ile satılır.,ORVA İLAÇ SAN. VE TİC. A.Ş.,8699561480059,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,"KLO-SAL %0,05 + %3 MERHEM (50 G)","143,36",Yes,No,klobetasol propiyon + salisilik asit,D07XDx1,Beyaz Reçete ile satılır.,ORVA İLAÇ SAN. VE TİC. A.Ş.,8699561380243,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,"KLOBATE %0,05 50 G KREM","113,62",Yes,No,klobetasol propiyon,D07AD01,Beyaz Reçete ile satılır.,LİLYUM İLAÇ VE KİMYA SANAYİ TİCARET ANONİM ŞİRKETİ,8681911350020,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,"KLOBATE %0,05 50 G MERHEM","113,62",Yes,No,klobetasol propiyon,D07AD01,Beyaz Reçete ile satılır.,LİLYUM İLAÇ VE KİMYA SANAYİ TİCARET ANONİM ŞİRKETİ,8681911370011,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,"KLODAMIN %0,12/%0,15 ORAL SPREY, COZELTI (30 ML)","133,43",Yes,No,benzidamin kombinasyonları -oral,A01AD02,Beyaz Reçete ile satılır.,ADEKA İLAÇ SANAYİ VE TİCARET A.Ş.,8699587512680,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KLOGEL 75 MG FILM KAPLI TABLET (28 TABLET),"274,76",Yes,No,klopidogrel,B01AC04,Beyaz Reçete ile satılır.,NEUTEC İLAÇ SANAYİ TİCARET ANONİM ŞİRKETİ,8697936093347,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KLOGEL-A 75 MG/100 MG KAPSÜL ( 30 KAPSUL ),"247,90",Yes,No,klopidogrel + asetilsalisilik asit,B01AC04x1,Beyaz Reçete ile satılır.,NEUTEC İLAÇ SANAYİ TİCARET ANONİM ŞİRKETİ,8680881154805,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KLOGEL-A 75/75 MG 30 KAPSUL,"522,18",Yes,No,klopidogrel + asetilsalisilik asit,B01AC04x1,Beyaz Reçete ile satılır.,NEUTEC İLAÇ SANAYİ TİCARET ANONİM ŞİRKETİ,8680881155192,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KLOMEN 50 MG 10 TABLET,"240,85",Yes,Yes,klomifen sitrat,G03GB02,Beyaz Reçete ile satılır.,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.,8699828010128,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,"KLOREMIN %0,15+%0,12 GARGARA (200 ML)","136,67",Yes,No,benzidamin kombinasyonları -oral,A01AD02,Beyaz Reçete ile satılır.,LİVA İLAÇ PAZARLAMA SAN. VE TİC. A.Ş.,8680859640019,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,"KLOREMIN %0,15+%0,12 ORAL SPREY, COZELTI (30 ML)","125,84",Yes,No,benzidamin kombinasyonları -oral,A01AD02,Beyaz Reçete ile satılır.,LİVA İLAÇ PAZARLAMA SAN. VE TİC. A.Ş.,8680859510015,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,"KLORHEX PLUS 2.5 MG/ML + 1.2 MG/ML GARGARA, 200 ML","104,39",Yes,No,flurbiprofen +  klorheksidin,R02AX01x1,Beyaz Reçete ile satılır.,DROGSAN İLAÇLARI SAN. VE TİC. A.Ş.,8699580640090,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,"KLORHEX PLUS 2.5 MG/ML + 1.2 MG/ML ORAL SPREY, COZELTI, 30 ML","171,19",Yes,No,flurbiprofen +  klorheksidin,R02AX01x1,Beyaz Reçete ile satılır.,DROGSAN İLAÇLARI SAN. VE TİC. A.Ş.,8699580510058,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,"KLOROBEN 1,5 MG/ML + 1,2 MG/ML ORAL SPREY, COZELTI (30 ML)","138,51",Yes,Yes,benzidamin kombinasyonları -oral,A01AD02,Beyaz Reçete ile satılır.,DROGSAN İLAÇLARI SAN. VE TİC. A.Ş.,8699580510027,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,"KLOROBEN 1,5 MG/ML+ 1,2 MG/ML GARGARA (200 ML)","113,60",Yes,No,benzidamin kombinasyonları -oral,A01AD02,Beyaz Reçete ile satılır.,DROGSAN İLAÇLARI SAN. VE TİC. A.Ş.,8699580640069,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KLOVIREKS-L 250 MG 1 FLAKON,"113,62",Yes,Yes,asiklovir,J05AB01,Beyaz Reçete ile satılır.,GENSENTA İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699541791908,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOATE-DVI FAKTOR VIII 500 IU FLAKON,"6.580,74",Yes,No,anti hemofilik faktör 8,B02BD02,Turunçu Reçete ile satılır.,DEM İLAÇ SAN. VE TİC. A.Ş.,8699769980245,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOATE-DVI FAKTÖR VIII 1000 IU FLAKON,"9.512,29",Yes,No,anti hemofilik faktör 8,B02BD02,Turunçu Reçete ile satılır.,DEM İLAÇ SAN. VE TİC. A.Ş.,8699769980252,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOLESTRAN 4 GR TOZ,"622,62",Yes,No,kolestramin,C10AC01,Beyaz Reçete ile satılır.,SANDOZ İLAÇ SANAYİ VE TİCARET A.Ş.,8699516259358,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOLISOD 150 MG IM/IV ENJ. VE INHALASYON ICIN LIYOFILIZE TOZ ICEREN FLAKON,"797,28",Yes,No,kolistin,J01XB01,Beyaz Reçete ile satılır.,VEM İLAÇ SAN. VE TİC. ANONİM ŞİRKETİ,8680184790137,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOLISTATE 150 MG IM/IV ENJ. VE INHALASYON ICIN LIYOFILIZE TOZ ICEREN FLAKON,"415,51",Yes,No,kolistin,J01XB01,Beyaz Reçete ile satılır.,BİEM İLAÇ SAN. VE TİC. A.Ş.,8699702773026,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOLISTIPOL 4.500.000 IU IM/IV ENJEKSIYON VE INHALASYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU,"684,51",Yes,No,kolistin,J01XB01,Beyaz Reçete ile satılır.,POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,8699606795353,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,"KOLSIN 0,5 MG FILM KAPLI TABLET","139,85",Yes,No,kolşisin,M04AC01,Beyaz Reçete ile satılır.,MENARİNİ SAĞLIK VE İLAÇ SANAYİ TİCARET ANONİM ŞİRKETİ,8699508120253,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOMFER 40 MG ORAL COZELTI (10 FLAKON),"142,46",Yes,No,ferric proteinsuccinylate,B03AB09,Beyaz Reçete ile satılır.,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.,8699828590033,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOMFER FOL 40 MG/185 MCG ORAL COZELTI (10 FLAKON),"162,08",Yes,No,ferric proteinsuccinylate + folik asit,B03AB09f,Beyaz Reçete ile satılır.,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.,8699828590057,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOMOX 20 MG GASTRO-REZISTAN SERT KAPSUL (28 KAPSUL),"217,78",Yes,No,duloksetin,N06AX21,Beyaz Reçete ile satılır.,SANTA FARMA İLAÇ SAN. A.Ş.,8699527150026,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOMOX 40 MG GASTRO-REZISTAN SERT KAPSUL (28 KAPSUL),"424,44",Yes,No,duloksetin,N06AX21,Beyaz Reçete ile satılır.,SANTA FARMA İLAÇ SAN. A.Ş.,8699527150064,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOMPENSAN 60 TABLET,"132,75",Yes,No,antiasit kombinasyonlar,A02AXXX,Reçetesiz ile satılır.,JNTL TURKEY TÜKETİCİ SAĞLIĞI LİMİTED ŞİRKETİ,8683873408054,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOMPENSAN 60 TABLET,"132,75",Yes,No,,,,,,,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOMPLIA 10 MG SERT KAPSUL (21 ADET),"40.693,77",Yes,No,lenalidomid,L04AX04,Beyaz Reçete ile satılır.,TURGUT İLAÇLARI A.Ş.,8699519150195,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOMPLIA 15 MG SERT KAPSUL (21 ADET),"42.763,90",Yes,No,lenalidomid,L04AX04,Beyaz Reçete ile satılır.,TURGUT İLAÇLARI A.Ş.,8699519150201,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOMPLIA 25 MG SERT KAPSUL (21 ADET),"47.034,19",Yes,No,lenalidomid,L04AX04,Beyaz Reçete ile satılır.,TURGUT İLAÇLARI A.Ş.,8699519150218,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOMPLIA 5 MG SERT KAPSUL (21 ADET),"38.674,62",Yes,No,lenalidomid,L04AX04,Beyaz Reçete ile satılır.,TURGUT İLAÇLARI A.Ş.,8699519150188,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KONAKION 10 MG 5 AMPUL,"82,11",Yes,No,vitamin k1,B02BA01,Beyaz Reçete ile satılır.,ROCHE MÜSTAHZARLARI SANAYİ ANONİM ŞİRKETİ,8699505750347,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KONAKION MM 2/0.2 ML 5 AMPUL,"111,66",Yes,No,vitamin k1,B02BA01,Beyaz Reçete ile satılır.,ROCHE MÜSTAHZARLARI SANAYİ ANONİM ŞİRKETİ,8699505753195,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KONAZOL %2 MEDIKAL SAMPUAN,"113,60",Yes,No,ketokonazol -topikal,D01AC08,Beyaz Reçete ile satılır.,KURTSAN İLAÇLARI ANONİM ŞİRKETİ,8699512560021,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,"KONGEST 160 MG+2,5 MG+1 MG/5 ML PEDIATRIK ŞURUP (100 ML)","82,34",Yes,No,parasetamol kombinasyon,R05X,Beyaz Reçete ile satılır.,AVİXA İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8681801571429,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KONGEST 300 MG/2 MG/5 MG TABLET (30 ADET,"73,31",Yes,No,parasetamol kombinasyon,R05X,Beyaz Reçete ile satılır.,AVİXA İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8681801011437,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KONGEST FORTE 650 MG/4 MG/10 MG TABLET (20 TABLET),"75,72",Yes,No,parasetamol kombinasyon,R05X,Beyaz Reçete ile satılır.,AVİXA İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8681801011673,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KONGEST FORTE 650 MG/4 MG/10 MG TABLET (30 ADET),"113,62",Yes,No,parasetamol kombinasyon,R05X,Beyaz Reçete ile satılır.,AVİXA İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8681801011413,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KONSENIDAT 18 MG UZATILMIS SALIMLI TABLET (30 TABLET),"325,58",Yes,No,metilfenidat hidroklorür,N06BA04,Kirmizi Reçete ile satılır.,TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,8699638035595,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KONSENIDAT 27 MG UZATILMIS SALIMLI TABLET (30 TABLET),"490,07",Yes,No,metilfenidat hidroklorür,N06BA04,Kirmizi Reçete ile satılır.,TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,8699638035601,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KONSENIDAT 36 MG UZATILMIS SALIMLI TABLET (30 TABLET),"638,69",Yes,No,metilfenidat hidroklorür,N06BA04,Kirmizi Reçete ile satılır.,TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,8699638035618,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KONSENIDAT 54 MG UZATILMIS SALIMLI TABLET (30 TABLET),"872,30",Yes,No,metilfenidat hidroklorür,N06BA04,Kirmizi Reçete ile satılır.,TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,8699638035625,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KONTIFEN 10 MG 30 FILM TABLET,"346,64",Yes,No,solifenasin süksinat,G04BD08,Beyaz Reçete ile satılır.,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.,8699828091295,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KONTIFEN 5 MG 30 FILM TABLET,"346,64",Yes,No,solifenasin süksinat,G04BD08,Beyaz Reçete ile satılır.,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.,8699828091288,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KONTIL 250 MG / 5 ML SUSPANSIYON (15 ML),"108,33",Yes,No,pirantel pamoat,P02CC01,Beyaz Reçete ile satılır.,HÜSNÜ ARSAN İLAÇLARI A.Ş.,8699570700018,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KONTIL 250 MG 6 TABLET,"113,62",Yes,No,pirantel pamoat,P02CC01,Beyaz Reçete ile satılır.,HÜSNÜ ARSAN İLAÇLARI A.Ş.,8699570080011,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KONVERIL 10 MG 20 TABLET,"101,06",Yes,No,enalapril,C09AA02,Beyaz Reçete ile satılır.,NOBEL İLAÇ SANAYİİ VE TİCARET A.Ş.,8699540010604,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KONVERIL 5 MG 20 TABLET,"82,37",Yes,No,enalapril,C09AA02,Beyaz Reçete ile satılır.,NOBEL İLAÇ SANAYİİ VE TİCARET A.Ş.,8699540010505,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,"KONVERIL PLUS 20 MG / 12,5 MG TABLET 20 TABLET","142,28",Yes,Yes,enalapril + hidroklorotiyazid,C09BA02,Beyaz Reçete ile satılır.,NOBEL İLAÇ SANAYİİ VE TİCARET A.Ş.,8699540014503,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOPAQ 300 MG/ML 100 ML ENJENKSIYONLUK COZELTI ICEREN FLAKON,"1.295,65",Yes,Yes,ioheksol,V08AB02,Beyaz Reçete ile satılır.,KOÇSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699715771835,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOPAQ 300 MG/ML 50 ML ENJEKSIYONLUK COZELTI ICEREN FLAKON,"726,71",Yes,No,ioheksol,V08AB02,Beyaz Reçete ile satılır.,KOÇSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699715771842,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOPAQ 350 MG I/ML ENJEKSIYONLUK COZELTI ICEREN FLAKON (200 ML 1 FLAKON),"2.572,44",Yes,No,ioheksol,V08AB02,Beyaz Reçete ile satılır.,KOÇSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699715771927,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOPAQ 350 MG/ML 100 ML ENJENKSIYONLUK COZELTI ICEREN FLAKON,"1.447,22",Yes,No,ioheksol,V08AB02,Beyaz Reçete ile satılır.,KOÇSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699715771910,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOPAQ 350 MG/ML 50 ML ENJENKSIYONLUK COZELTI ICEREN FLAKON,"827,90",Yes,No,ioheksol,V08AB02,Beyaz Reçete ile satılır.,KOÇSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699715771903,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOPARIN 25000 IU/5 ML ENJEKSIYONLUK COZELTI ICEREN 1 FLAKON,"317,11",Yes,No,heparin,B01AB01,Beyaz Reçete ile satılır.,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.,8699828770428,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KORABIN 1000 MG/20 ML IV/SC INTRATEKAL ENJEKSIYON/INFUZYON ICIN COZELTI ICEREN FLAKON (1 FLAKON),"378,80",Yes,No,sitozin arabinozid,L01BC01,Beyaz Reçete ile satılır.,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.,8699828770534,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KORABIN 40 MG/2 ML IV/SC INTRATEKAL ENJEKSIYON INFUZYON ICIN COZELTI ICEREN FLAKON (30 FLAKON),"924,04",Yes,No,sitozin arabinozid,L01BC01,Beyaz Reçete ile satılır.,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.,8699828770503,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KORDEXA 4 MG 20 TABLET,"207,64",Yes,No,deksametazon,H02AB02,Beyaz Reçete ile satılır.,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.,8699828010852,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KORDEXA 8 MG 20 TABLET,"559,81",Yes,No,deksametazon,H02AB02,Beyaz Reçete ile satılır.,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.,8699828011019,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KORDIFEN 1 MG/5 ML SURUP (100 ML),"155,05",Yes,No,ketotifen,R06AX17,Beyaz Reçete ile satılır.,ARGİS İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8680186490516,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOROKIN 200 MG FILM KAPLI TABLET (30 ADET),"113,62",Yes,No,hidroksiklorokin sülfat,P01BA02,Beyaz Reçete ile satılır.,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.,8699828091455,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,"KORTILON-A ORABASE % 0,1 MERHEM (5 G)","96,02",Yes,No,triamsinolon asetonat -oral,A01AC01,Beyaz Reçete ile satılır.,SABA İLAÇ SANAYİİ VE TİCARET ANONİM ŞİRKETİ,8699511410013,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KORTOS 27 MG/ 5 MG 10 SUPOZITUAR,"113,62",Yes,No,hidrokortizon asetat kombinasyonları -anal,C05AA01,Beyaz Reçete ile satılır.,EXELTİS İLAÇ SANAYİİ VE TİCARET ANONİM ŞİRKETİ,8699584890774,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KORTOS KREM 30 GR,"155,48",Yes,No,hidrokortizon asetat kombinasyonları -anal,C05AA01,Beyaz Reçete ile satılır.,EXELTİS İLAÇ SANAYİİ VE TİCARET ANONİM ŞİRKETİ,8699584420766,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOVALTRY 1000 IU IV ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU,"11.789,17",Yes,No,anti hemofilik faktör 8,B02BD02,Turunçu Reçete ile satılır.,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,8699546790098,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOVALTRY 2000 IU IV ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU,"22.165,40",Yes,No,anti hemofilik faktör 8,B02BD02,Turunçu Reçete ile satılır.,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,8699546790104,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOVALTRY 250 IU IV ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU,"3.422,22",Yes,No,anti hemofilik faktör 8,B02BD02,Turunçu Reçete ile satılır.,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,8699546790074,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KOVALTRY 500 IU IV ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU,"5.970,93",Yes,No,anti hemofilik faktör 8,B02BD02,Turunçu Reçete ile satılır.,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,8699546790081,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KREON 10000 IU 100 KAPSÜL,"1.572,18",Yes,No,pankreatin karışımları,A09AA02,Beyaz Reçete ile satılır.,ABBOTT LABORATUARLARI İTHALAT İHRACAT VE TİCARET LİMİTED ŞİRKETİ,8699820160371,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KREON KAPSUL 25000 300 MG 100 KAPSÜL,"1.181,75",Yes,No,pankreatin karışımları,A09AA02,Beyaz Reçete ile satılır.,ABBOTT LABORATUARLARI İTHALAT İHRACAT VE TİCARET LİMİTED ŞİRKETİ,8699820160388,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,"KREVAL 7,5 MG/ 5 ML SURUP (100 ML SISE)","97,62",Yes,No,butamirat sitrat,R05DB13,Beyaz Reçete ile satılır.,RECORDATİ İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699559570021,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
K,KREVAL FORTE 15 MG/5 ML SURUP 100 ML,"113,62",Yes,No,butamirat sitrat,R05DB13,Beyaz Reçete ile satılır.,RECORDATİ İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699559570069,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
